#miRNA	read_count	precursor	total	cc1	cc2	cc3	mm1	mm2	mm3	cc1(norm)	cc2(norm)	cc3(norm)	mm1(norm)	mm2(norm)	mm3(norm)
hsa-miR-4682	0.00	hsa-mir-4682	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4683	12.00	hsa-mir-4683	12.00	0	0	12.00	0	0	0	0	0	1.98	0	0	0
hsa-miR-4684-5p	0.00	hsa-mir-4684	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4684-3p	0.00	hsa-mir-4684	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4685-3p	59.00	hsa-mir-4685	59.00	0	0	0	6.00	32.00	21.00	0	0	0	1.00	7.44	4.06
hsa-miR-4685-5p	0.00	hsa-mir-4685	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4686	0.00	hsa-mir-4686	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4687-3p	0.00	hsa-mir-4687	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4687-5p	0.00	hsa-mir-4687	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4688	2.00	hsa-mir-4688	2.00	0	0	0	0	0	2.00	0	0	0	0	0	0.39
hsa-miR-4689	0.00	hsa-mir-4689	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4690-3p	0.00	hsa-mir-4690	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4690-5p	0.00	hsa-mir-4690	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4691-5p	0.00	hsa-mir-4691	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4691-3p	0.00	hsa-mir-4691	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4692	0.00	hsa-mir-4692	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-3p	0.00	hsa-mir-4693	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-5p	0.00	hsa-mir-4693	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-3p	0.00	hsa-mir-4694	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-5p	0.00	hsa-mir-4694	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-5p	0.00	hsa-mir-4695	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-3p	0.00	hsa-mir-4695	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4696	0.00	hsa-mir-4696	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4697-5p	0.00	hsa-mir-4697	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4697-3p	0.00	hsa-mir-4697	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4698	0.00	hsa-mir-4698	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4699-3p	0.00	hsa-mir-4699	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4699-5p	0.00	hsa-mir-4699	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-5p	0.00	hsa-mir-4700	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-3p	0.00	hsa-mir-4700	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4701-5p	0.00	hsa-mir-4701	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4701-3p	0.00	hsa-mir-4701	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-3p	0.00	hsa-mir-4703	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-5p	0.00	hsa-mir-4703	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-3p	0.00	hsa-mir-4704	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-5p	0.00	hsa-mir-4704	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4705	14.00	hsa-mir-4705	14.00	0	0	0	0	14.00	0	0	0	0	0	3.25	0
hsa-miR-4706	21.00	hsa-mir-4706	21.00	0	0	0	21.00	0	0	0	0	0	3.51	0	0
hsa-miR-4707-5p	64.00	hsa-mir-4707	64.00	37.00	0	27.00	0	0	0	14.22	0	4.46	0	0	0
hsa-miR-4707-3p	15.00	hsa-mir-4707	15.00	15.00	0	0	0	0	0	5.76	0	0	0	0	0
hsa-miR-4708-3p	0.00	hsa-mir-4708	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-5p	0.00	hsa-mir-4708	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	0.00	hsa-mir-4709	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-5p	4.00	hsa-mir-4709	4.00	0	4.00	0	0	0	0	0	0.71	0	0	0	0
hsa-miR-4710	0.00	hsa-mir-4710	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4711-3p	0.00	hsa-mir-4711	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4711-5p	0.00	hsa-mir-4711	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-5p	0.00	hsa-mir-4712	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-3p	0.00	hsa-mir-4712	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-5p	0.00	hsa-mir-4713	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-3p	0.00	hsa-mir-4713	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-5p	0.00	hsa-mir-4714	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-3p	38.00	hsa-mir-4714	38.00	0	38.00	0	0	0	0	0	6.70	0	0	0	0
hsa-miR-4715-3p	0.00	hsa-mir-4715	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0.00	hsa-mir-4715	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4716-3p	0.00	hsa-mir-4716	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4716-5p	0.00	hsa-mir-4716	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-5p	0.00	hsa-mir-4717	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	0.00	hsa-mir-4717	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4718	0.00	hsa-mir-4718	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4719	0.00	hsa-mir-4719	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-5p	0.00	hsa-mir-4720	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-3p	0.00	hsa-mir-4720	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4721	0.00	hsa-mir-4721	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-5p	0.00	hsa-mir-4722	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-3p	0.00	hsa-mir-4722	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-3p	0.00	hsa-mir-4723	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-5p	0.00	hsa-mir-4723	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4724-3p	0.00	hsa-mir-4724	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4724-5p	0.00	hsa-mir-4724	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4725-3p	0.00	hsa-mir-4725	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4725-5p	0.00	hsa-mir-4725	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-5p	0.00	hsa-mir-4726	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-3p	0.00	hsa-mir-4726	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4727-3p	0.00	hsa-mir-4727	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4727-5p	0.00	hsa-mir-4727	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-5p	0.00	hsa-mir-4728	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-3p	3.00	hsa-mir-4728	3.00	0	0	0	0	0	3.00	0	0	0	0	0	0.58
hsa-miR-4729	8.00	hsa-mir-4729	8.00	2.00	0	0	6.00	0	0	0.77	0	0	1.00	0	0
hsa-miR-4730	0.00	hsa-mir-4730	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-3p	0.00	hsa-mir-4731	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-5p	0.00	hsa-mir-4731	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4732-3p	1.00	hsa-mir-4732	1.00	1.00	0	0	0	0	0	0.38	0	0	0	0	0
hsa-miR-4732-5p	0.00	hsa-mir-4732	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-5p	0.00	hsa-mir-4733	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-3p	0.00	hsa-mir-4733	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4734	0.00	hsa-mir-4734	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-5p	0.00	hsa-mir-4735	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-3p	0.00	hsa-mir-4735	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4736	0.00	hsa-mir-4736	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4737	0.00	hsa-mir-4737	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4738-3p	0.00	hsa-mir-4738	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4738-5p	0.00	hsa-mir-4738	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4739	0.00	hsa-mir-4739	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-5p	0.00	hsa-mir-4740	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-3p	0.00	hsa-mir-4740	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4741	17.00	hsa-mir-4741	17.00	17.00	0	0	0	0	0	6.53	0	0	0	0	0
hsa-miR-4742-5p	3.00	hsa-mir-4742	3.00	0	0	0	0	3.00	0	0	0	0	0	0.70	0
hsa-miR-4742-3p	59.00	hsa-mir-4742	59.00	0	8.00	10.00	9.00	30.00	2.00	0	1.41	1.65	1.50	6.97	0.39
hsa-miR-4743-3p	0.00	hsa-mir-4743	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4743-5p	88.00	hsa-mir-4743	88.00	0	45.00	33.00	5.00	0	5.00	0	7.93	5.46	0.84	0	0.97
hsa-miR-4744	9.00	hsa-mir-4744	9.00	0	0	0	9.00	0	0	0	0	0	1.50	0	0
hsa-miR-4745-5p	0.00	hsa-mir-4745	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-3p	0.00	hsa-mir-4745	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-3p	0.00	hsa-mir-4746	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-5p	2.00	hsa-mir-4746	2.00	0	0	0	0	0	2.00	0	0	0	0	0	0.39
hsa-miR-4747-5p	0.00	hsa-mir-4747	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4747-3p	0.00	hsa-mir-4747	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4748	0.00	hsa-mir-4748	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-5p	18.00	hsa-mir-4749	18.00	0	0	0	3.00	1.00	14.00	0	0	0	0.50	0.23	2.71
hsa-miR-4749-3p	0.00	hsa-mir-4749	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	0.00	hsa-mir-4750	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-3p	0.00	hsa-mir-4750	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4751	0.00	hsa-mir-4751	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4752	0.00	hsa-mir-4752	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-3p	0.00	hsa-mir-4753	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-5p	0.00	hsa-mir-4753	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4754	0.00	hsa-mir-4754	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4755-5p	0.00	hsa-mir-4755	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4755-3p	13.00	hsa-mir-4755	13.00	0	0	13.00	0	0	0	0	0	2.15	0	0	0
hsa-miR-4756-3p	0.00	hsa-mir-4756	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4756-5p	0.00	hsa-mir-4756	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-3p	0.00	hsa-mir-4757	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-5p	0.00	hsa-mir-4757	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-5p	0.00	hsa-mir-4758	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-3p	0.00	hsa-mir-4758	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4759	0.00	hsa-mir-4759	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4760-5p	0.00	hsa-mir-4760	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4760-3p	0.00	hsa-mir-4760	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-5p	0.00	hsa-mir-4761	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-3p	0.00	hsa-mir-4761	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-5p	12.00	hsa-mir-4762	12.00	12.00	0	0	0	0	0	4.61	0	0	0	0	0
hsa-miR-4762-3p	0.00	hsa-mir-4762	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-5p	0.00	hsa-mir-4763	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-3p	0.00	hsa-mir-4763	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4764-5p	0.00	hsa-mir-4764	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4764-3p	0.00	hsa-mir-4764	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	0.00	hsa-mir-4765	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-5p	0.00	hsa-mir-4766	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-3p	0.00	hsa-mir-4766	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4767	0.00	hsa-mir-4767	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4768-5p	0.00	hsa-mir-4768	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4768-3p	0.00	hsa-mir-4768	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-5p	3.00	hsa-mir-4769	3.00	0	0	0	0	0	3.00	0	0	0	0	0	0.58
hsa-miR-4769-3p	0.00	hsa-mir-4769	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4770	0.00	hsa-mir-4770	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4771	0.00	hsa-mir-4771-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4771	0.00	hsa-mir-4771-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-3p	0.00	hsa-mir-4772	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-5p	0.00	hsa-mir-4772	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4773	4.00	hsa-mir-4773-1	4.00	0	0	0	0	0	4.00	0	0	0	0	0	0.77
hsa-miR-4773	4.00	hsa-mir-4773-2	4.00	0	0	0	0	0	4.00	0	0	0	0	0	0.77
hsa-miR-4774-3p	0.00	hsa-mir-4774	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4774-5p	0.00	hsa-mir-4774	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4775	50.00	hsa-mir-4775	50.00	11.00	25.00	10.00	3.00	0	1.00	4.23	4.41	1.65	0.50	0	0.19
hsa-miR-4776-3p	0.00	hsa-mir-4776-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-5p	0.00	hsa-mir-4776-1	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-3p	0.00	hsa-mir-4776-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-5p	0.00	hsa-mir-4776-2	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-5p	0.00	hsa-mir-4777	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-3p	0.00	hsa-mir-4777	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4778-3p	0.00	hsa-mir-4778	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4778-5p	0.00	hsa-mir-4778	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4779	2.00	hsa-mir-4779	2.00	0	2.00	0	0	0	0	0	0.35	0	0	0	0
hsa-miR-4780	0.00	hsa-mir-4780	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-5p	0.00	hsa-mir-4781	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-3p	0.00	hsa-mir-4781	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-3p	0.00	hsa-mir-4782	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-5p	0.00	hsa-mir-4782	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	0.00	hsa-mir-4783	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-5p	0.00	hsa-mir-4783	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4784	0.00	hsa-mir-4784	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4785	20.00	hsa-mir-4785	20.00	20.00	0	0	0	0	0	7.68	0	0	0	0	0
hsa-miR-4786-5p	0.00	hsa-mir-4786	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4786-3p	0.00	hsa-mir-4786	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4787-3p	23.00	hsa-mir-4787	23.00	6.00	0	0	6.00	9.00	2.00	2.31	0	0	1.00	2.09	0.39
hsa-miR-4787-5p	20.00	hsa-mir-4787	20.00	0	0	20.00	0	0	0	0	0	3.31	0	0	0
hsa-miR-4788	0.00	hsa-mir-4788	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-5p	0.00	hsa-mir-4789	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-3p	0.00	hsa-mir-4789	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-5p	0.00	hsa-mir-4790	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-3p	0.00	hsa-mir-4790	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4791	22.00	hsa-mir-4791	22.00	0	0	0	16.00	0	6.00	0	0	0	2.67	0	1.16
hsa-miR-4793-3p	0.00	hsa-mir-4793	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-5p	0.00	hsa-mir-4793	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4794	0.00	hsa-mir-4794	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4795-5p	0.00	hsa-mir-4795	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4795-3p	0.00	hsa-mir-4795	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-5p	0.00	hsa-mir-4796	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-3p	0.00	hsa-mir-4796	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4797-3p	0.00	hsa-mir-4797	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4797-5p	0.00	hsa-mir-4797	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4798-5p	0.00	hsa-mir-4798	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4798-3p	0.00	hsa-mir-4798	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	0.00	hsa-mir-4799	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-3p	0.00	hsa-mir-4799	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4800-3p	0.00	hsa-mir-4800	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4800-5p	9.00	hsa-mir-4800	9.00	0	0	0	0	0	9.00	0	0	0	0	0	1.74
hsa-miR-4801	0.00	hsa-mir-4801	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-5p	10.00	hsa-mir-4802	10.00	0	0	0	7.00	0	3.00	0	0	0	1.17	0	0.58
hsa-miR-4802-3p	0.00	hsa-mir-4802	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4803	0.00	hsa-mir-4803	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-3p	15.00	hsa-mir-4804	15.00	0	4.00	11.00	0	0	0	0	0.71	1.82	0	0	0
hsa-miR-4804-5p	83.00	hsa-mir-4804	83.00	0	41.00	0	40.00	0	2.00	0	7.23	0	6.68	0	0.39
hsa-miR-483-3p	9037.00	hsa-mir-483	9037.00	272.00	925.00	1782.00	2342.00	1497.00	2219.00	104.51	163.10	294.60	391.33	347.89	429.38
hsa-miR-483-5p	4457.00	hsa-mir-483	4457.00	122.00	500.00	817.00	773.00	1032.00	1213.00	46.87	88.16	135.07	129.16	239.83	234.72
hsa-miR-484	9925.00	hsa-mir-484	9925.00	1095.00	1801.00	2645.00	1616.00	1247.00	1521.00	420.71	317.56	437.27	270.02	289.80	294.31
hsa-miR-485-5p	1236.00	hsa-mir-485	1236.00	114.00	381.00	31.00	214.00	233.00	263.00	43.80	67.18	5.12	35.76	54.15	50.89
hsa-miR-485-3p	1405.00	hsa-mir-485	1405.00	41.00	766.00	215.00	150.00	146.00	87.00	15.75	135.06	35.54	25.06	33.93	16.83
hsa-miR-486-3p	650.00	hsa-mir-486-1	650.00	188.00	128.00	188.00	97.00	0	49.00	72.23	22.57	31.08	16.21	0	9.48
hsa-miR-486-5p	7661.00	hsa-mir-486-1	7661.00	2463.00	855.00	1284.00	1720.00	394.00	945.00	946.31	150.76	212.27	287.40	91.56	182.86
hsa-miR-486-3p	525.00	hsa-mir-486-2	525.00	182.00	55.00	176.00	90.00	0	22.00	69.93	9.70	29.10	15.04	0	4.26
hsa-miR-486-5p	7726.00	hsa-mir-486-2	7726.00	2468.00	891.00	1304.00	1718.00	413.00	932.00	948.23	157.11	215.58	287.06	95.98	180.34
hsa-miR-487a-3p	242.00	hsa-mir-487a	242.00	1.00	86.00	22.00	31.00	52.00	50.00	0.38	15.16	3.64	5.18	12.08	9.67
hsa-miR-487a-5p	141.00	hsa-mir-487a	141.00	18.00	45.00	46.00	0	24.00	8.00	6.92	7.93	7.60	0	5.58	1.55
hsa-miR-487b-3p	7982.00	hsa-mir-487b	7982.00	281.00	2771.00	721.00	776.00	2114.00	1319.00	107.96	488.60	119.20	129.66	491.28	255.23
hsa-miR-487b-5p	79.00	hsa-mir-487b	79.00	0	79.00	0	0	0	0	0	13.93	0	0	0	0
hsa-miR-488-5p	51.00	hsa-mir-488	51.00	0	0	28.00	0	0	23.00	0	0	4.63	0	0	4.45
hsa-miR-488-3p	93.00	hsa-mir-488	93.00	0	54.00	39.00	0	0	0	0	9.52	6.45	0	0	0
hsa-miR-489-3p	0.00	hsa-mir-489	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-5p	0.00	hsa-mir-489	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-3p	0.00	hsa-mir-490	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-5p	23.00	hsa-mir-490	23.00	0	0	23.00	0	0	0	0	0	3.80	0	0	0
hsa-miR-491-5p	369.00	hsa-mir-491	369.00	15.00	96.00	97.00	66.00	52.00	43.00	5.76	16.93	16.04	11.03	12.08	8.32
hsa-miR-491-3p	19.00	hsa-mir-491	19.00	0	0	0	1.00	17.00	1.00	0	0	0	0.17	3.95	0.19
hsa-miR-492	0.00	hsa-mir-492	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-3p	1504.00	hsa-mir-493	1504.00	39.00	703.00	121.00	113.00	304.00	224.00	14.98	123.96	20.00	18.88	70.65	43.34
hsa-miR-493-5p	10172.00	hsa-mir-493	10172.00	678.00	4221.00	1157.00	1170.00	1775.00	1171.00	260.49	744.27	191.28	195.50	412.50	226.59
hsa-miR-494-5p	48.00	hsa-mir-494	48.00	0	22.00	15.00	0	11.00	0	0	3.88	2.48	0	2.56	0
hsa-miR-494-3p	4181.00	hsa-mir-494	4181.00	75.00	1732.00	332.00	473.00	894.00	675.00	28.82	305.39	54.89	79.03	207.76	130.61
hsa-miR-495-5p	6.00	hsa-mir-495	6.00	0	0	0	6.00	0	0	0	0	0	1.00	0	0
hsa-miR-495-3p	3232.00	hsa-mir-495	3232.00	148.00	1641.00	340.00	272.00	491.00	340.00	56.86	289.35	56.21	45.45	114.11	65.79
hsa-miR-496	79.00	hsa-mir-496	79.00	5.00	30.00	0	0	28.00	16.00	1.92	5.29	0	0	6.51	3.10
hsa-miR-497-3p	0.00	hsa-mir-497	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-497-5p	1645.00	hsa-mir-497	1645.00	55.00	232.00	402.00	330.00	292.00	334.00	21.13	40.91	66.46	55.14	67.86	64.63
hsa-miR-498-5p	0.00	hsa-mir-498	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-498-3p	0.00	hsa-mir-498	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	0.00	hsa-mir-4999	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-3p	0.00	hsa-mir-4999	0.00	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	247.00	hsa-mir-499a	247.00	0	79.00	0	36.00	59.00	73.00	0	13.93	0	6.02	13.71	14.13
hsa-miR-499a-3p	0.00	hsa-mir-499a	0.00	0	0	0	0	0	0	0	0	0	0	0	0
